180035,1988,2012-07-04 01:53:03,MT
184780,349,2012-07-04 00:40:47,RT
74270,12937,2012-07-04 01:04:06,MT
142519,50338,2012-07-05 12:19:35,RT
100769,7783,2012-07-05 00:08:43,RT
108191,39420,2012-07-03 09:46:49,RT
42887,18431,2012-07-04 14:44:59,MT
90185,4259,2012-07-04 03:00:09,MT
123218,14454,2012-07-04 01:37:40,RT
7887,145333,2012-07-04 02:17:41,MT
357838,14572,2012-07-04 11:14:44,RT
266129,182903,2012-07-06 09:59:53,RT
229949,383,2012-07-04 00:44:48,RT
422153,89925,2012-07-04 02:13:26,RT
57389,35368,2012-07-04 10:45:24,RT
420323,14454,2012-07-04 04:05:02,RT
122870,128973,2012-07-04 10:32:53,RT
3433,519,2012-07-04 06:41:37,RT
102671,69644,2012-07-04 12:28:36,RT
279791,5193,2012-07-04 13:45:23,RT
92042,5335,2012-07-04 02:20:19,RT
42909,123084,2012-07-04 04:21:27,RE
409517,299221,2012-07-04 07:20:55,RT
24904,22204,2012-07-04 01:35:41,RT
50341,35376,2012-07-05 21:26:51,MT
41427,32274,2012-07-03 08:28:55,RT
289804,74643,2012-07-04 10:33:23,RT
305686,283,2012-07-04 08:44:50,RT
216503,265801,2012-07-04 09:51:41,MT
18482,408,2012-07-04 01:18:27,MT
339270,40797,2012-07-04 10:43:49,RT
1440,77,2012-07-04 19:32:35,RE
11541,1901,2012-07-04 08:06:42,RT
234664,677,2012-07-04 08:46:13,MT
77442,84790,2012-07-04 06:34:31,RT
283891,7691,2012-07-04 08:55:31,RT
324333,114929,2012-07-05 06:20:24,RT
215057,2360,2012-07-04 08:42:16,RT
298493,25106,2012-07-05 05:40:47,MT
262090,216,2012-07-05 06:11:13,RT
456573,88,2012-07-06 13:56:04,RE
104613,4693,2012-07-05 08:50:18,RT
176751,45605,2012-07-04 09:08:12,RT
281287,3549,2012-07-04 02:58:08,RT
253714,7756,2012-07-04 04:15:23,MT
97141,16674,2012-07-05 02:12:42,RT
100002,27738,2012-07-04 03:23:23,RT
352841,50282,2012-07-05 15:45:53,RT
348731,112815,2012-07-04 03:48:39,RT
76596,16120,2012-07-04 02:06:20,MT
80940,80940,2012-07-04 22:13:03,MT
377979,891,2012-07-03 11:48:29,MT
97032,59401,2012-07-04 09:29:15,RT
61059,11714,2012-07-04 01:09:05,RT
145079,2280,2012-07-05 21:58:24,RT
9133,8208,2012-07-04 03:01:11,RT
338335,317746,2012-07-07 11:27:01,RE
374943,54200,2012-07-04 22:33:49,RT
157847,206427,2012-07-04 11:32:46,MT
37606,22974,2012-07-04 02:30:35,RT
108974,1988,2012-07-04 00:57:31,MT
107185,58999,2012-07-05 03:05:36,MT
239709,91677,2012-07-05 06:48:26,RT
22109,17004,2012-07-04 16:51:45,RT
200917,85113,2012-07-04 06:59:49,MT
123720,226,2012-07-05 11:29:27,RT
154908,383,2012-07-04 05:22:12,MT
62391,88,2012-07-04 08:26:25,RT
76204,8135,2012-07-04 01:26:53,RT
208651,677,2012-07-04 01:45:50,RT
244013,20971,2012-07-03 16:19:00,RE
276378,1988,2012-07-04 00:09:02,MT
