323711,88,2012-07-05 02:47:52,MT
15694,48977,2012-07-02 08:24:07,RT
408207,88,2012-07-04 03:54:26,MT
317848,2055,2012-07-04 09:29:57,RT
160653,14454,2012-07-04 03:00:50,RT
412100,88,2012-07-06 06:04:56,RT
6956,28516,2012-07-05 11:53:22,MT
194076,9964,2012-07-06 16:35:08,RT
169273,677,2012-07-04 00:58:48,RT
381709,236,2012-07-04 05:53:07,RT
362979,349,2012-07-04 02:27:45,RT
353776,52943,2012-07-04 14:38:19,RT
378648,3547,2012-07-07 17:08:11,RT
159732,52030,2012-07-04 00:37:06,RT
455153,2417,2012-07-05 02:06:46,MT
89512,282943,2012-07-02 17:22:15,RT
337572,7274,2012-07-04 12:32:13,RT
326866,14615,2012-07-04 01:14:39,RT
222247,523,2012-07-05 15:35:57,RT
122175,9762,2012-07-04 16:40:36,RT
216706,24238,2012-07-04 13:21:24,MT
210792,148860,2012-07-04 15:14:03,RT
84137,84134,2012-07-07 08:28:25,RT
58264,110903,2012-07-04 01:39:20,RT
14473,248,2012-07-03 04:17:18,MT
276348,232659,2012-07-04 09:29:24,RT
103541,28285,2012-07-04 12:04:26,MT
322340,322341,2012-07-03 22:55:32,MT
93057,677,2012-07-04 00:59:54,RT
240000,152702,2012-07-04 12:27:12,RT
93997,138,2012-07-04 07:16:53,RT
19581,4535,2012-07-04 01:14:28,RT
329897,79648,2012-07-04 06:03:04,RT
349229,205,2012-07-04 01:10:43,RT
67901,53477,2012-07-04 01:24:08,MT
13252,5475,2012-07-04 18:23:24,RE
212115,677,2012-07-04 00:25:36,RT
253173,120908,2012-07-02 14:56:47,RT
242688,31290,2012-07-04 15:48:14,MT
119963,126613,2012-07-03 06:02:08,RT
407711,170090,2012-07-04 03:17:02,RT
141036,35367,2012-07-04 00:51:02,RT
61527,14604,2012-07-04 00:12:10,MT
155082,407597,2012-07-04 09:58:43,MT
146920,88,2012-07-07 11:01:12,MT
78640,20050,2012-07-04 06:10:34,RT
415282,677,2012-07-03 03:26:35,RT
149443,88,2012-07-04 01:48:43,RT
110838,4720,2012-07-04 14:50:19,RT
376451,138240,2012-07-04 17:03:12,MT
112248,36436,2012-07-04 01:33:35,MT
81386,192943,2012-07-04 04:35:39,MT
417531,58521,2012-07-06 04:21:47,RT
323835,3479,2012-07-05 06:39:08,RT
426151,7756,2012-07-04 04:08:44,MT
281482,255884,2012-07-04 06:04:39,RT
265704,265704,2012-07-06 20:58:02,MT
169004,2417,2012-07-05 00:36:13,MT
125462,121428,2012-07-04 09:04:05,RT
70275,1988,2012-07-04 01:14:21,MT
187839,1988,2012-07-04 01:48:46,RT
102330,68446,2012-07-04 12:13:23,RT
104060,677,2012-07-04 00:39:25,RT
414398,1276,2012-07-04 00:24:03,RT
65216,19913,2012-07-04 00:27:59,RT
55674,19609,2012-07-04 10:17:57,MT
30452,4883,2012-07-04 05:21:42,RT
188029,107302,2012-07-04 18:45:33,MT
