139852,4336,2012-07-04 10:03:06,RT
63704,14641,2012-07-04 05:11:58,RT
206362,3998,2012-07-03 22:25:57,RT
7690,439834,2012-07-06 19:16:21,RE
59012,59027,2012-07-04 10:15:37,RT
19800,88,2012-07-04 03:02:06,RT
45475,7960,2012-07-06 17:50:56,RT
225597,7566,2012-07-04 02:19:20,RT
35832,8136,2012-07-06 06:39:41,MT
231769,88,2012-07-04 08:45:36,RT
220688,5136,2012-07-02 23:58:31,MT
224196,224197,2012-07-04 08:42:46,RE
221430,88,2012-07-04 02:40:52,RT
176772,7942,2012-07-05 03:24:50,RT
49675,147975,2012-07-05 15:50:46,MT
417794,39511,2012-07-04 11:09:57,RT
307477,432679,2012-07-04 05:34:14,RT
320156,297,2012-07-04 06:22:01,RT
31713,101544,2012-07-06 02:21:49,MT
235942,23002,2012-07-04 03:27:10,MT
132404,105601,2012-07-03 23:10:17,RT
24084,23751,2012-07-04 02:47:53,RT
188614,26139,2012-07-04 16:27:49,MT
50811,4599,2012-07-04 11:00:28,RT
204980,205,2012-07-04 13:44:20,RT
293294,52514,2012-07-04 07:13:01,RT
29899,10118,2012-07-04 11:09:54,RE
21388,22450,2012-07-03 23:41:07,MT
76941,2179,2012-07-04 00:40:35,RT
3959,12193,2012-07-04 12:15:19,RE
48914,2417,2012-07-03 08:24:19,MT
114905,60021,2012-07-07 16:30:20,RE
61271,49323,2012-07-06 03:24:16,MT
13625,62514,2012-07-04 08:55:48,RT
211703,28076,2012-07-04 02:20:18,MT
124983,88,2012-07-04 01:00:48,MT
46684,3998,2012-07-04 02:08:34,MT
309779,14454,2012-07-04 05:06:44,RT
94749,86851,2012-07-05 06:04:13,MT
174098,283,2012-07-05 16:28:04,RT
289842,14075,2012-07-04 13:15:04,MT
164657,13514,2012-07-04 21:12:18,RT
295926,205559,2012-07-03 15:19:06,MT
231594,1343,2012-07-04 07:36:22,RT
312422,12465,2012-07-04 09:59:38,RT
69568,322,2012-07-04 15:52:37,RT
225504,677,2012-07-04 01:10:31,RT
192640,88,2012-07-04 00:27:30,RT
356100,36982,2012-07-03 16:14:38,RT
280607,6940,2012-07-04 05:32:00,MT
197619,233226,2012-07-07 09:02:11,MT
241873,191455,2012-07-04 04:42:39,RE
52456,1988,2012-07-02 12:04:37,RT
15493,1988,2012-07-04 04:27:49,MT
425590,46273,2012-07-04 09:29:12,RT
150341,150341,2012-07-04 03:46:23,MT
156642,100476,2012-07-04 02:56:59,RT
225507,88,2012-07-04 01:12:17,RT
275433,2813,2012-07-04 06:22:47,RT
434244,44133,2012-07-04 23:50:21,MT
670,5704,2012-07-03 09:29:08,MT
250689,12606,2012-07-04 04:09:45,RT
348845,263631,2012-07-04 02:09:12,RT
103363,6940,2012-07-04 14:13:08,MT
8136,885,2012-07-07 14:03:17,RE
28626,2402,2012-07-05 01:00:22,RT
129195,677,2012-07-04 00:56:43,MT
90567,8016,2012-07-04 23:54:16,MT
328051,7627,2012-07-05 07:55:03,RT
127799,1988,2012-07-04 03:36:36,RT
216951,41383,2012-07-04 17:33:44,RE
290859,290861,2012-07-04 01:25:20,RT
93502,105601,2012-07-03 21:00:11,MT
47476,26153,2012-07-04 00:55:00,RT
