41190,1286,2012-07-05 01:33:28,MT
202206,13808,2012-07-04 03:00:58,RT
78054,12022,2012-07-04 00:38:54,RT
23560,1062,2012-07-04 07:22:16,MT
336963,677,2012-07-04 02:07:41,RT
385829,7951,2012-07-04 02:58:43,RT
281622,677,2012-07-04 02:05:35,MT
182576,54856,2012-07-04 07:47:07,RT
371704,3533,2012-07-06 19:41:32,RT
227935,128303,2012-07-05 04:46:21,RT
241033,305846,2012-07-06 05:42:42,RT
113512,58549,2012-07-06 04:33:22,MT
423124,117814,2012-07-04 13:28:33,RT
25713,94,2012-07-06 16:25:25,RT
217843,379675,2012-07-04 01:42:55,MT
280703,1880,2012-07-02 14:35:19,RT
111792,7533,2012-07-02 16:53:34,MT
79015,64485,2012-07-04 12:21:56,RT
233258,15969,2012-07-05 09:48:53,RE
376522,222075,2012-07-04 05:13:19,RT
274652,3232,2012-07-04 19:40:00,RT
402330,3443,2012-07-07 04:13:38,RT
330708,59945,2012-07-04 10:45:32,RT
386041,88,2012-07-03 22:51:25,RT
209808,378819,2012-07-03 12:33:56,MT
153618,16783,2012-07-04 00:23:01,RT
55698,8135,2012-07-04 01:12:25,RT
188666,88,2012-07-04 01:09:46,RT
314466,113099,2012-07-04 11:14:15,RT
286384,957,2012-07-04 09:09:42,RT
39673,8623,2012-07-04 22:18:11,RE
195637,885,2012-07-02 19:54:06,RT
75640,19604,2012-07-05 14:07:27,MT
257707,257707,2012-07-04 15:33:22,MT
179221,2045,2012-07-05 11:54:49,RT
86357,36660,2012-07-04 03:20:40,MT
410169,65536,2012-07-05 02:35:36,RT
63232,14615,2012-07-05 00:03:17,RT
151104,389,2012-07-04 07:51:16,RT
341301,1881,2012-07-04 07:03:52,RT
352653,52474,2012-07-04 01:03:58,RT
54758,22084,2012-07-04 05:38:25,RT
8970,49701,2012-07-04 09:38:39,RT
444888,3369,2012-07-02 08:07:55,MT
243051,68285,2012-07-04 03:09:34,RT
3885,94674,2012-07-04 15:16:20,MT
317489,71,2012-07-06 08:17:56,RT
309418,85766,2012-07-04 13:42:38,RT
289686,131142,2012-07-04 06:34:26,RT
49374,19840,2012-07-04 04:14:19,RT
166513,463,2012-07-03 15:31:13,RT
194588,46754,2012-07-04 02:56:10,MT
70710,51767,2012-07-05 14:10:00,RT
198726,5226,2012-07-04 02:30:30,RT
237740,152046,2012-07-05 14:51:17,MT
304266,1988,2012-07-03 23:54:21,RT
304574,208827,2012-07-04 03:38:02,RT
93688,1276,2012-07-04 01:04:09,RT
133117,9851,2012-07-04 15:22:00,MT
84841,88,2012-07-04 01:01:03,MT
104432,50901,2012-07-04 01:53:08,RT
358605,358605,2012-07-06 13:42:22,MT
196729,12687,2012-07-05 08:38:07,RT
170386,77692,2012-07-04 12:37:27,RT
33306,1343,2012-07-04 01:08:41,RT
252215,144350,2012-07-04 03:18:42,RT
102082,3998,2012-07-04 02:34:48,MT
143550,2188,2012-07-04 05:30:11,RE
98430,319656,2012-07-06 05:31:35,RT
61489,31008,2012-07-04 12:45:26,RT
188919,65141,2012-07-04 17:19:49,RT
143319,1231,2012-07-05 00:00:52,RT
162926,73505,2012-07-04 13:35:00,RT
34886,143,2012-07-04 23:05:26,RT
379072,15,2012-07-07 07:54:00,RT
305086,27754,2012-07-04 10:50:40,RT
