203628,43876,2012-07-04 11:02:02,RT
384680,36558,2012-07-04 05:29:15,RT
7954,8942,2012-07-04 01:18:45,RT
169967,235049,2012-07-04 03:39:51,RT
219762,42354,2012-07-05 13:54:04,RT
68900,31650,2012-07-05 10:09:58,RT
181129,170163,2012-07-04 07:28:52,MT
379276,85944,2012-07-04 01:45:11,RT
230417,59893,2012-07-05 01:21:28,RT
11802,231650,2012-07-05 01:14:47,RT
166722,28250,2012-07-04 02:19:56,MT
14420,92974,2012-07-04 00:48:27,RT
204762,34719,2012-07-04 03:20:54,RT
268581,88,2012-07-04 20:34:07,MT
24967,3772,2012-07-04 02:36:20,MT
408817,189542,2012-07-05 16:24:07,RT
102524,48073,2012-07-04 05:29:37,RT
290820,14572,2012-07-04 00:12:21,MT
306245,14454,2012-07-04 22:47:44,RT
89120,3726,2012-07-04 01:33:08,RT
397264,16783,2012-07-04 00:10:03,RT
344120,229,2012-07-04 09:34:51,RT
330328,66048,2012-07-06 08:36:01,MT
149435,973,2012-07-04 06:56:48,RT
263355,54863,2012-07-04 09:00:39,RT
174517,346917,2012-07-04 04:29:53,RT
83183,6948,2012-07-04 16:12:20,RT
313116,44264,2012-07-04 20:37:31,RT
1805,10438,2012-07-04 05:35:19,MT
245891,2280,2012-07-04 13:28:53,RT
94096,51311,2012-07-05 07:13:17,MT
28273,43725,2012-07-05 03:43:40,RE
150804,88,2012-07-04 01:08:47,MT
359053,4821,2012-07-04 03:13:53,RT
316816,316826,2012-07-04 04:11:20,RT
390703,30230,2012-07-04 04:43:24,RT
30714,100224,2012-07-04 12:17:05,RT
138680,8016,2012-07-05 04:19:02,RT
40968,42907,2012-07-05 20:51:46,RT
449537,156400,2012-07-05 20:37:07,MT
39182,6534,2012-07-05 13:27:34,RT
307016,306883,2012-07-04 21:18:15,RT
295518,88,2012-07-04 01:52:37,RT
314502,314502,2012-07-04 08:16:31,MT
18146,94818,2012-07-04 10:51:50,MT
35051,31698,2012-07-04 02:15:16,RT
178275,4910,2012-07-04 09:21:07,RT
91995,891,2012-07-03 11:11:48,RT
95629,8,2012-07-03 01:28:08,RT
338096,95905,2012-07-04 03:36:27,RT
342423,88,2012-07-04 03:16:41,MT
21929,88,2012-07-04 00:17:37,RT
283696,88,2012-07-04 00:59:38,RT
143159,79226,2012-07-04 20:45:08,RT
4905,66495,2012-07-04 12:19:20,RT
62648,1988,2012-07-04 00:19:52,RT
350394,22812,2012-07-05 06:33:24,RT
313870,37532,2012-07-04 02:34:25,RT
260194,38449,2012-07-04 07:02:22,RT
412557,6948,2012-07-04 07:24:07,RT
314798,16783,2012-07-04 00:47:34,RT
236840,47794,2012-07-05 12:50:41,RT
76612,245,2012-07-04 19:20:47,RT
263050,980,2012-07-05 23:11:23,RT
397926,7437,2012-07-04 10:03:42,RT
167850,77,2012-07-04 13:11:17,RT
443430,960,2012-07-04 14:41:30,RT
276588,3015,2012-07-06 07:18:00,RT
237038,7960,2012-07-06 14:59:10,RT
79619,88,2012-07-05 21:30:12,RT
38801,88,2012-07-04 02:25:16,MT
160487,69238,2012-07-04 05:00:19,RT
241812,241812,2012-07-03 16:42:25,MT
235758,2001,2012-07-03 16:13:57,MT
103423,8,2012-07-04 02:47:49,RT
204859,327,2012-07-04 13:06:38,RT
398478,3549,2012-07-04 10:22:27,MT
429384,12827,2012-07-05 03:54:17,MT
124919,11991,2012-07-04 03:41:51,RT
321686,677,2012-07-03 05:00:14,RT
401447,88,2012-07-04 01:02:35,RT
158562,46117,2012-07-04 08:45:28,MT
395917,11921,2012-07-03 18:18:13,MT
502,6369,2012-07-04 12:25:49,MT
190957,143824,2012-07-06 14:39:15,RT
13499,3571,2012-07-04 16:51:20,RT
236132,256212,2012-07-05 18:30:38,MT
103008,88,2012-07-04 02:42:42,MT
357205,129127,2012-07-04 11:12:44,RT
273507,979,2012-07-04 03:52:01,RT
172212,90,2012-07-04 11:54:19,MT
345914,4444,2012-07-05 13:44:53,RT
205416,519,2012-07-02 23:24:48,RT
267338,2941,2012-07-04 11:10:56,RT
116285,120272,2012-07-05 12:17:43,MT
311670,1988,2012-07-04 02:57:37,RT
254067,138,2012-07-04 03:00:05,MT
270182,86071,2012-07-04 05:56:13,RT
