3/18/2018 2:15:18,34626,39835,5,4.72,buy
3/18/2018 2:24:31,84260,5443,9,15.26,buy
3/18/2018 2:33:44,56050,77178,8,4.07,buy
3/18/2018 2:42:57,32973,34441,5,15.49,buy
3/18/2018 2:52:10,57624,98905,8,1.31,buy
3/18/2018 3:01:23,21039,5821,9,18.85,buy
3/18/2018 3:10:36,31880,86234,6,19.22,buy
3/18/2018 3:19:49,82931,29797,9,18.10,buy
3/18/2018 3:29:02,71730,76029,7,10.87,sell
3/18/2018 3:38:15,21281,44924,6,11.31,sell
3/18/2018 3:47:28,31042,3379,5,18.40,sell
3/18/2018 3:56:41,38021,28855,3,3.95,sell
3/18/2018 4:05:54,91612,60952,6,7.58,sell
3/18/2018 4:15:07,22327,40364,6,14.80,buy
3/18/2018 4:24:20,10841,46393,8,12.19,buy
3/18/2018 4:33:33,59458,82431,8,15.86,buy
3/18/2018 4:42:46,41334,89908,1,11.71,buy
3/18/2018 4:51:59,72322,43110,2,7.74,sell
3/18/2018 5:01:12,36739,47558,7,16.47,buy
3/18/2018 5:10:25,34406,69234,1,6.55,buy
3/18/2018 5:19:38,95903,33287,7,20.95,sell
3/18/2018 5:28:51,85599,64683,8,12.15,sell
3/18/2018 5:38:04,47012,17434,7,2.02,buy
3/18/2018 5:47:17,30286,50751,1,10.49,sell
3/18/2018 5:56:30,46377,91166,2,20.89,buy
3/18/2018 6:05:43,15271,40813,4,8.34,buy
3/18/2018 6:14:56,13316,36163,7,20.55,buy
3/18/2018 6:24:09,40310,39102,3,1.44,buy
3/18/2018 6:33:22,57793,24845,9,12.05,buy
3/18/2018 6:42:35,90017,86882,9,2.23,buy
3/18/2018 6:51:48,84641,37820,6,12.48,buy
3/18/2018 7:01:01,37408,25639,9,19.30,buy
3/18/2018 7:10:14,95094,28038,2,18.72,buy
3/18/2018 7:19:27,28177,92359,8,7.37,buy
3/18/2018 7:28:40,9592,92862,3,2.97,buy
3/18/2018 7:37:53,33883,86510,2,10.30,buy
3/18/2018 7:47:06,26343,69967,4,7.95,buy
3/18/2018 7:56:19,61522,71485,5,19.21,buy
3/18/2018 8:05:32,17664,36410,7,14.04,buy
3/18/2018 8:14:45,27446,77957,4,11.61,buy
3/18/2018 8:23:58,74725,24355,8,14.31,buy
3/18/2018 8:33:11,73396,35582,5,8.00,buy
3/18/2018 8:42:24,3847,35902,2,9.89,buy
3/18/2018 8:51:37,688,58886,6,19.70,buy
3/18/2018 9:00:50,81124,33172,1,12.19,buy
3/18/2018 9:10:03,81441,78633,8,18.06,buy
3/18/2018 9:19:16,2881,40561,6,5.70,buy
3/18/2018 9:28:29,30624,31013,6,4.98,buy
3/18/2018 9:37:42,57587,41974,8,16.46,buy
3/18/2018 9:46:55,73724,72200,3,12.66,buy
3/18/2018 9:56:08,59449,7205,5,17.82,buy
3/18/2018 10:05:21,57587,67902,9,4.35,buy
3/18/2018 10:14:34,58510,84806,6,1.85,buy
3/18/2018 10:23:47,38819,48228,7,8.46,buy
3/18/2018 10:33:00,98745,52079,1,1.30,buy
3/18/2018 10:42:13,58579,13244,3,17.27,buy
3/18/2018 10:51:26,71124,90843,8,13.27,buy
3/18/2018 11:00:39,15260,8958,1,3.46,buy
3/18/2018 11:09:52,78156,36684,8,12.44,buy
3/18/2018 11:19:05,69097,65992,6,15.88,buy
3/18/2018 11:28:18,29666,32344,7,17.15,buy
3/18/2018 11:37:31,23767,41928,5,11.04,buy
3/18/2018 11:46:44,55151,57040,5,3.29,buy
3/18/2018 11:55:57,99508,35229,5,6.06,sell
3/18/2018 12:05:10,88609,33969,6,7.45,buy
3/18/2018 12:14:23,36782,34939,5,10.79,buy
3/18/2018 12:23:36,39005,70317,3,9.50,buy
3/18/2018 12:32:49,97215,41164,8,4.45,sell
3/18/2018 12:42:02,49364,17095,1,13.25,buy
3/18/2018 12:51:15,84052,80875,4,7.34,sell
3/18/2018 13:00:28,4647,60496,4,2.57,buy
3/18/2018 13:09:41,14178,60202,1,18.07,sell
3/18/2018 13:18:54,22117,59564,1,15.46,buy
3/18/2018 13:28:07,90390,35427,8,16.02,buy
3/18/2018 13:37:20,35663,15487,9,3.98,sell
3/18/2018 13:46:33,50743,61738,1,20.57,buy
3/18/2018 13:55:46,19770,11090,9,4.04,buy
3/18/2018 14:04:59,92229,42034,1,18.07,sell
3/18/2018 14:14:12,30404,62076,2,1.09,buy
3/18/2018 14:23:25,61321,62186,2,17.67,buy
3/18/2018 14:32:38,24412,17611,8,5.37,buy
3/18/2018 14:41:51,83180,67717,3,1.64,sell
3/18/2018 14:51:04,50139,82107,8,17.84,buy
3/18/2018 15:00:17,25118,27665,1,18.63,sell
3/18/2018 15:09:30,38348,73910,5,11.23,buy
3/18/2018 15:18:43,95563,1070,2,10.81,sell
3/18/2018 15:27:56,11383,13507,2,2.09,buy
3/18/2018 15:37:09,5905,90902,9,6.72,buy
3/18/2018 15:46:22,31396,43143,8,9.77,buy
3/18/2018 15:55:35,34732,49252,4,17.46,buy
3/18/2018 16:04:48,25744,23035,9,3.95,buy
3/18/2018 16:14:01,48771,10058,2,15.17,sell
3/18/2018 16:23:14,24013,54219,6,8.11,buy
3/18/2018 16:32:27,46011,34611,1,1.08,buy
3/18/2018 16:41:40,70070,24068,7,19.42,buy
3/18/2018 16:50:53,88827,87582,1,8.25,buy
3/18/2018 17:00:06,1757,13482,9,15.19,buy
3/18/2018 17:09:19,10157,33501,8,13.60,sell
3/18/2018 17:18:32,27191,2316,6,1.01,sell
3/18/2018 17:27:45,77020,85577,7,20.84,sell
3/18/2018 17:36:58,40680,45782,3,18.56,buy
3/18/2018 17:46:11,32530,19813,3,3.58,buy
3/18/2018 17:55:24,73161,4983,8,10.16,buy
3/18/2018 18:04:37,61518,20832,5,3.67,buy
3/18/2018 18:13:50,35452,11711,6,7.02,buy
3/18/2018 18:23:03,13479,73938,9,12.41,buy
3/18/2018 18:32:16,729,44742,8,6.64,buy
3/18/2018 18:41:29,99526,97304,7,7.70,buy
3/18/2018 18:50:42,62344,32707,6,20.27,sell
3/18/2018 18:59:55,62976,94117,4,12.87,sell
3/18/2018 19:09:08,60611,68782,6,18.43,buy
3/18/2018 19:18:21,13996,36695,5,12.63,sell
3/18/2018 19:27:34,77671,93643,4,14.60,buy
3/18/2018 19:36:47,51116,1538,2,16.56,sell
3/18/2018 19:46:00,72193,45257,5,18.88,sell
3/18/2018 19:55:13,52314,98767,5,20.16,buy
3/18/2018 20:04:26,48841,83707,4,17.44,buy
3/18/2018 20:13:39,67856,63075,3,9.77,buy
3/18/2018 20:22:52,3415,24633,9,18.32,sell
3/18/2018 20:32:05,49871,42028,8,12.68,buy
3/18/2018 20:41:18,39925,80554,6,7.25,buy
3/18/2018 20:50:31,223,66165,3,19.03,sell
3/18/2018 20:59:44,45869,41731,1,3.83,buy
3/18/2018 21:08:57,50385,62730,4,20.69,buy
3/18/2018 21:18:10,26420,80121,6,11.12,sell
3/18/2018 21:27:23,23209,69151,6,2.55,buy
3/18/2018 21:36:36,15528,35684,8,4.14,buy
3/18/2018 21:45:49,86810,65371,9,5.26,buy
3/18/2018 21:55:02,94896,24944,6,18.23,buy
3/18/2018 22:04:15,41677,17251,9,19.55,sell
3/18/2018 22:13:28,92060,79606,1,6.18,buy
3/18/2018 22:22:41,81933,61403,9,6.38,buy
3/18/2018 22:31:54,92272,87478,9,8.13,sell
3/18/2018 22:41:07,14871,59378,2,5.28,sell
3/18/2018 22:50:20,70299,29391,6,1.47,buy
3/18/2018 22:59:33,86001,64409,3,13.80,sell
3/18/2018 23:08:46,26673,21593,3,20.99,buy
3/18/2018 23:17:59,42437,24156,8,15.83,sell
3/18/2018 23:27:12,36244,21929,8,11.69,sell
3/18/2018 23:36:25,30171,49707,6,2.55,buy
3/18/2018 23:45:38,87158,5362,8,13.27,buy
3/18/2018 23:54:51,91393,14761,3,20.15,buy
3/19/2018 0:04:04,96827,76887,1,20.78,buy
3/19/2018 0:13:17,39116,74205,8,3.97,buy
3/19/2018 0:22:30,43058,61172,2,20.17,buy
3/19/2018 0:31:43,97084,61594,1,5.69,buy
3/19/2018 0:40:56,87722,83302,9,16.14,buy
3/19/2018 0:50:09,13805,8247,1,15.36,buy
3/19/2018 0:59:22,5272,55345,5,9.04,buy
3/19/2018 1:08:35,77881,29327,6,10.64,buy
3/19/2018 1:17:48,56618,82386,9,12.49,buy
3/19/2018 1:27:01,66281,15314,8,7.19,buy
3/19/2018 1:36:14,81527,48689,7,19.17,buy
3/19/2018 1:45:27,63280,10516,5,14.80,buy
3/19/2018 1:54:40,70629,91244,8,8.15,buy
3/19/2018 2:03:53,62146,27612,6,6.96,buy
3/19/2018 2:13:06,35485,91748,8,16.32,buy
3/19/2018 2:22:19,48015,51698,7,4.72,buy
3/19/2018 2:31:32,25932,48643,6,3.82,buy
3/19/2018 2:40:45,3589,5938,4,2.05,buy
3/19/2018 2:49:58,65529,34015,3,4.34,buy
3/19/2018 2:59:11,50921,49857,1,8.74,buy
3/19/2018 3:08:24,45222,3503,1,11.87,sell
3/19/2018 3:17:37,65887,40664,1,12.59,buy
3/19/2018 3:26:50,53104,45006,2,15.65,sell
3/19/2018 3:36:03,76531,27090,9,6.58,sell
3/19/2018 3:45:16,34227,9486,3,10.82,buy
3/19/2018 3:54:29,83660,47252,7,12.37,buy
3/19/2018 4:03:42,92754,26777,2,14.04,buy
3/19/2018 4:12:55,49744,39507,9,10.55,buy
3/19/2018 4:22:08,32313,34815,2,6.52,buy
3/19/2018 4:31:21,69576,34441,6,14.82,buy
3/19/2018 4:40:34,6291,32404,5,15.95,buy
3/19/2018 4:49:47,19398,2623,4,3.51,buy
3/19/2018 4:59:00,34060,45436,5,19.27,buy
3/19/2018 5:08:13,37753,76049,6,10.81,buy
3/19/2018 5:17:26,61989,92865,4,4.11,buy
3/19/2018 5:26:39,5168,19929,4,8.96,buy
3/19/2018 5:35:52,78757,71634,5,13.20,buy
3/19/2018 5:45:05,96765,98326,9,9.61,buy
3/19/2018 5:54:18,66291,95924,9,11.98,buy
3/19/2018 6:03:31,94004,83832,4,11.95,buy
3/19/2018 6:12:44,2875,23427,5,10.59,buy
3/19/2018 6:21:57,72979,3839,5,13.40,buy
3/19/2018 6:31:10,70233,54829,1,19.60,buy
3/19/2018 6:40:23,77114,78791,9,3.97,buy
3/19/2018 6:49:36,26870,78348,1,7.59,buy
3/19/2018 6:58:49,23884,90114,9,7.17,sell
3/19/2018 7:08:02,35583,52008,6,14.77,sell
3/19/2018 7:17:15,56561,55272,8,10.80,buy
3/19/2018 7:26:28,2035,26646,2,18.71,sell
3/19/2018 7:35:41,3084,86550,5,5.40,sell
3/19/2018 7:44:54,36696,43437,8,7.69,buy
3/19/2018 7:54:07,41582,60011,5,4.58,buy
3/19/2018 8:03:20,75680,23500,8,4.30,sell
3/19/2018 8:12:33,43845,26623,2,5.58,buy
3/19/2018 8:21:46,33132,62971,5,15.88,buy
3/19/2018 8:30:59,99046,3106,5,2.53,buy
3/19/2018 8:40:12,43505,65509,5,10.68,buy
